UserName,Review,Score,Date,Bank,No.,Positive,Negative,Sentiment
Camilla M-Dew,Newest version crashing all the time but I can't seem to stop it running in the background and notifying me everything few hours,5,23/3/2024 15:09,Revolut,567,0.141877443,0.858122587,0
Chinasa Onuoha,Great one. Easy to use,5,23/3/2024 14:56,Revolut,568,0.968332827,0.031667221,1
RJ Tissink,Working fine. Nice look and feel,3,23/3/2024 14:56,Revolut,569,0.948805034,0.051194828,1
Lyuben Petrov,Great features and the support is very helpful,5,23/3/2024 14:47,Revolut,570,0.967152715,0.032847233,1
bineesh balan,Very usefull for me thanks revolut,5,23/3/2024 14:16,Revolut,571,0.933342993,0.066657096,1
Baton Ayuba,"Reliable, good security ( though a little improvement), variety of services and customer friendly. A reliable banking system you can trust.",5,23/3/2024 14:15,Revolut,572,0.993968844,0.006031102,1
alexa adrian,The Best of the best!!!!!!,5,23/3/2024 14:09,Revolut,573,0.944261134,0.055738773,1
Nikunj Mistry,Great Banking app. Easy to use,5,23/3/2024 13:45,Revolut,574,0.967036128,0.032963935,1
Lisa Collins,"Works well, no problems so far",5,23/3/2024 13:44,Revolut,575,0.985650837,0.01434929,1
キミ子さん,Nice and easy to use,5,23/3/2024 13:01,Revolut,576,0.987132788,0.012867112,1
Duncan Fenton,excellent so far,5,23/3/2024 12:28,Revolut,577,0.981107712,0.018892281,1
Eugen Pries (Smith),Overall pretty good and useful. Problematic when used for Steam and Google Play Store purchases - crashes on checkout. Somewhat misleading when looking at contacts - it appears all my contacts have Revolut Account...,5,23/3/2024 12:23,Revolut,578,0.971710384,0.028289739,1
Mr. A.S.K,:victory_hand::victory_hand::victory_hand:,5,23/3/2024 12:20,Revolut,579,0.710574687,0.289425194,1
Tualatin Wolf,"How the hell am i supposed to take a picture with the front camera if it's scratched and i can't switch to use the rear camera, i'm not gonna replace my screen just to be use revolut, i'd rather switch to a different app.",1,23/3/2024 12:13,Revolut,580,0.027061364,0.972938657,0
Tuukka Saarela,Perfect,5,23/3/2024 11:36,Revolut,581,0.868992925,0.13100715,1
mr Taher hassanali,Very excellent service,5,23/3/2024 10:59,Revolut,582,0.889892876,0.110107161,1
Vicky Dean,So far so good,5,23/3/2024 10:24,Revolut,583,0.891358674,0.108641244,1
time tell,Revolut is nice,4,23/3/2024 10:09,Revolut,584,0.951050758,0.048949279,1
Mari Rivera,"Haven't really used it, but so far so good.",4,23/3/2024 8:48,Revolut,585,0.974886477,0.025113473,1
Ryan Bayne,An app for life I think :thumbs_up:,5,23/3/2024 8:26,Revolut,586,0.985237539,0.01476261,1
Muhammad BABAR,Good,5,23/3/2024 8:20,Revolut,587,0.841575801,0.158424243,1
Octavian Pavel,"Wirklich ich verstehe nicht wie diese app geht, aber es ist super",5,23/3/2024 7:58,Revolut,588,0.982722282,0.017277692,1
Myrmidon Soldier,"There's a bug which doesn't allow me to progress further than the ID checker (passport, driving licence etc.) during account creation. I'm also confused by how the referral code works, I signed up that way by giving my number. I then proceeded to the app and thought I could sign in but I was wrong so I went to sign up with the same number. Will the referral code still be registered if I sign up?",1,23/3/2024 7:55,Revolut,589,0.599564016,0.400435925,1
Isaiah Ward,Awesome thanks,5,23/3/2024 7:41,Revolut,590,0.968923748,0.031076247,1
Ali Awad,You can open account in just 30min:red_heart::red_heart::red_heart::red_heart::red_heart::red_heart::red_heart:,5,23/3/2024 7:28,Revolut,591,0.943933129,0.05606705,1
Nicolas Araujo,I can't finish my registration because the app closes when I select the document type. (S23+),1,23/3/2024 7:11,Revolut,592,0.774308085,0.22569187,1
David Guajardo,It's just a good bank overall :relieved_face:,5,23/3/2024 7:02,Revolut,593,0.9892748,0.01072538,1
Vagos Chalkias,U guys are great!!,5,23/3/2024 6:48,Revolut,594,0.954916537,0.045083459,1
Nadia Abramova,The app keeps shutting down at the moment of document verification.,1,23/3/2024 6:42,Revolut,595,0.14063929,0.859360695,0
Ali Alazziz,nice :slightly_smiling_face:,5,23/3/2024 6:04,Revolut,596,0.801777363,0.198222652,1
Kenzie Mckenzie,Easy to use really good for holiday,5,23/3/2024 5:30,Revolut,597,0.952538967,0.047461011,1
Guy Fawkes,Crashes during ID verification,1,23/3/2024 5:25,Revolut,598,0.738034785,0.261965156,1
Ali Kazan,Great experience however i upgraded to metal and payed first instalment and i haven't recieved any kind of confirmation or tracking information on the deal.,4,23/3/2024 4:55,Revolut,599,0.924893737,0.075106397,1
Denise Wilson,fabulous,5,23/3/2024 4:43,Revolut,600,0.933094323,0.066905573,1
drshotech online,Amazing.,5,23/3/2024 4:42,Revolut,601,0.969850421,0.030149573,1
Wassim M. (WassimNaked),You guys are the worst! You ask for too much information and a picture of my official documents and a video and yada yada... What on earth is this bs?,1,23/3/2024 4:40,Revolut,602,0.011081157,0.98891896,0
Linn Erasmus,excellent,5,23/3/2024 4:26,Revolut,603,0.94290483,0.057095144,1
Riccardo Ciovati,It crashes every time I install a new app... I don't even know why it listens to app installs.,1,23/3/2024 4:05,Revolut,604,0.015129069,0.98487103,0
Jacek Opalski,Ok,5,23/3/2024 3:57,Revolut,605,0.71060729,0.28939265,1
Ty -J,"This app is a must if you are travelling!!!! Me and my boyfriend both use it and have never had issue, it's a safer way to spend and helps us both control our money!",5,23/3/2024 3:56,Revolut,606,0.993104577,0.006895448,1
Queen Miracle,Excellent communication. My card arrived on time.,5,23/3/2024 3:53,Revolut,607,0.990485728,0.009514307,1
Margaret Douglas,Easy to understand and navigate x,5,23/3/2024 3:51,Revolut,608,0.986437857,0.013562127,1
Josef Mintoff,i love it,5,23/3/2024 3:23,Revolut,609,0.945193052,0.054807011,1
Devid Egli,Everything just works well,5,23/3/2024 3:23,Revolut,610,0.978018463,0.021981446,1
lloyd llewellyn,Easy to use and can change to any currency in seconds,5,23/3/2024 3:07,Revolut,611,0.98432678,0.015673183,1
Valerie Camilleri,Excellent,5,23/3/2024 2:59,Revolut,612,0.957194984,0.042804945,1
Zaiihlonchhing,Very good,5,23/3/2024 2:42,Revolut,613,0.924582422,0.075417645,1
Campbell reid,Excellent,5,23/3/2024 2:38,Revolut,614,0.957194984,0.042804945,1
Ashish Rao,Unable to register,1,23/3/2024 2:32,Revolut,615,0.722320855,0.277679086,1
Renata Karacson,"Using it to travel, shopping.great bank.",5,23/3/2024 2:27,Revolut,616,0.989073575,0.010926541,1
Noah,Probably one of the best banking apps/services I've ever had the pleasure of using. Though I still am against the redesign..,4,23/3/2024 1:59,Revolut,617,0.993045509,0.006954365,1
Ransford Adusei,"Fast,reliable and very comfortable :relieved_face: to use",4,23/3/2024 1:53,Revolut,618,0.984708548,0.015291494,1
Taylor Belt,So far so good :thumbs_up:,5,23/3/2024 1:52,Revolut,619,0.97107482,0.028925156,1
JR Lopez,"Friendly user, i love it",5,23/3/2024 1:52,Revolut,620,0.960646033,0.039354041,1
Edward Lambert,Extremely good payment card,5,23/3/2024 1:38,Revolut,621,0.910231233,0.089768782,1
Pujko Sepulman,Great app,5,23/3/2024 1:23,Revolut,622,0.858187914,0.141812086,1
J B.,"digital ident not possible app crashes whenever i select passport, id or drivers licence",1,23/3/2024 1:15,Revolut,623,0.080810003,0.91918999,0
Bombardierul,Best ever i enjoy it at maximum,5,23/3/2024 1:14,Revolut,624,0.930541456,0.069458619,1
Ethelbert Chijioke Onyema,Perfect,5,23/3/2024 1:01,Revolut,625,0.868992925,0.13100715,1
Rosie,Great way of paying in various currencies,5,23/3/2024 0:54,Revolut,626,0.98242712,0.017572921,1
JustPete007,Only reason not getting 5 stars is because it can take a few days to ad money from my bank but I think this is more a PTSB,4,23/3/2024 0:48,Revolut,627,0.88088572,0.119114302,1
Alex,Very useful bank account. Use it daily. The app is part of the concept and well designed.,5,23/3/2024 0:43,Revolut,628,0.989066958,0.010933102,1
Klaudia W,Love it!!!,5,23/3/2024 0:28,Revolut,629,0.984339178,0.015660752,1
romadush Pubudu,I love it,5,23/3/2024 0:11,Revolut,630,0.952673078,0.047327016,1
Adam King,I am not a huge fan of this new update but getting used to it now. One huge issue I have with the trading platform is that the stock ticker does not keep pace with the stock movement. If a stock reads as $5 for instance the ticker might stay sitting at $4.90 for maybe five minutes before it catches up. This is absolutely ridiculous as it's showing conflicting information in a single view. This was not the case before the update and should not be happening.,3,22/3/2024 23:39,Revolut,631,0.066456631,0.933543324,0
JOSEPH ADEGBOYEGA,It's good,5,22/3/2024 23:36,Revolut,632,0.810175419,0.189824522,1
Mary Kane,I am locked out of my account put wrong password in. how can I resolve this problem please.,1,22/3/2024 23:33,Revolut,633,0.938946784,0.061053239,1
Renata Félix,"This is ridiculous!!! I've tried contact through email and received an automatic response saying I should try the chat on the app bcs of a high volume of requests. I forgot my password, how was I supposed to contact them through the app?? This was the only place I could get a response. How a company this size has no effective communication with customers? After over 10 tries I finally got the app to recognise my face and was able to create a new password. Tks for nothing.",1,22/3/2024 23:26,Revolut,634,0.014407924,0.985592067,0
Syl Peksa,Great,5,22/3/2024 23:22,Revolut,635,0.905782282,0.094217651,1
Prasiddh Patel,"It's amazing app, really love it:folded_hands::slightly_smiling_face:",5,22/3/2024 22:56,Revolut,636,0.977360606,0.022639357,1
Jack Johnston,Brilliant business to date,5,22/3/2024 22:54,Revolut,637,0.977324486,0.022675587,1
Colm Allan,App keeps closing,1,22/3/2024 22:40,Revolut,638,0.101483822,0.898516119,0
Michelle Tracey,Great,5,22/3/2024 22:26,Revolut,639,0.905782282,0.094217651,1
Dave Ennis,Nice,5,22/3/2024 22:19,Revolut,640,0.858479977,0.141520038,1
BALAJI GOPINATH,Very super :smiling_face_with_heart-eyes:,5,22/3/2024 22:11,Revolut,641,0.964148939,0.035851046,1
Vlad Cenan,"Great app, lots of bank facilities! I don't like that the upcoming payments contains only the direct debits subscriptions. I want back the upcoming payment widget that shows what subscription payment is next. Thanks!",5,22/3/2024 22:10,Revolut,642,0.985451281,0.014548789,1
Elizabeth Trotter,Easy to use,5,22/3/2024 22:09,Revolut,643,0.98414886,0.015851136,1
A Google user,"This app is the best thing invented ever.. is easy to use and very 
efficient!",5,22/3/2024 22:06,Revolut,644,0.98873651,0.011263509,1
Shane Graven,Very useful application for making easy payments and transfering money. Used on a daily basis. Love it,5,22/3/2024 21:59,Revolut,645,0.989593387,0.010406524,1
Melvin Sherriff,Easy and smoth,4,22/3/2024 21:54,Revolut,646,0.940906525,0.059093505,1
High Yellow,I like :thumbs_up: very much,5,22/3/2024 21:37,Revolut,647,0.98116827,0.018831681,1
Tafadzwa Aaron,Exceptional,5,22/3/2024 21:20,Revolut,648,0.95818311,0.041816901,1
Romina Vanzi,Nice,5,22/3/2024 21:14,Revolut,649,0.858479977,0.141520038,1
Jim Bourke,Excellent efficient handy,5,22/3/2024 20:59,Revolut,650,0.922169805,0.07783033,1
Sue Weake,Easy to set up transfer between countries is instant . Very easy to use.,5,22/3/2024 20:58,Revolut,651,0.987806916,0.012193034,1
jerryMazgon,Great app! I have it for years and never had any problems.,5,22/3/2024 20:58,Revolut,652,0.99192816,0.008071826,1
Cyala Patterson,Not able to verify identity as it keeps reverting back to option screen and my phone is informing me that the revolut app has a bug that requires a fix from the provider...,1,22/3/2024 20:57,Revolut,653,0.201628253,0.798371732,0
Karl Lind,Amazing app thankyou . Great,5,22/3/2024 20:54,Revolut,654,0.916419685,0.083580285,1
Sam Ahmadi,it's really easy to use and help full,5,22/3/2024 20:46,Revolut,655,0.988345861,0.011654004,1
Nita Patel,So far so good,5,22/3/2024 20:41,Revolut,656,0.891358674,0.108641244,1
Joe,Terrible firm. They won't let me close my account and they won't refund me my money. Scammers. Avoid.,1,22/3/2024 20:41,Revolut,657,0.012327312,0.987672687,0
Bisserka Todorova,Makes my life easier,5,22/3/2024 20:41,Revolut,658,0.964605451,0.03539459,1
davidhetfield6,"Scammers. Useless crypto restrictions. Useless customer service. Useless policies, had to stay a customer past my annual renewal date coz couldn't withdraw funds. Now I'm stuck for another full year. They'll do everything to keep your money. Would put much funds in it, good chance they're going under at some point seeing how money hungry they are. Lol @ reply below, didn't you read the part about customer service.. thanks for giving a perfect example.",1,22/3/2024 20:35,Revolut,659,0.018315185,0.981684923,0
Best ugo,Great experience,5,22/3/2024 20:13,Revolut,660,0.918595433,0.081404589,1
Olumuyiwa,Reliable,5,22/3/2024 19:42,Revolut,661,0.879582107,0.120417774,1
Hannah Greenfield,I have been trying to sign up for an account but it keeps crashing when I choose which identification to verify. Hope this bug gets resolved soon!,1,22/3/2024 19:38,Revolut,662,0.828546822,0.171453193,1
Tomáš Gajdošík,So far so good.,5,22/3/2024 19:37,Revolut,663,0.938267469,0.061732616,1
Andrew A,Can't sign up. The app keeps crashing every time I select to verify by uploading a passport photo. Unable to go back or further on.,1,22/3/2024 19:33,Revolut,664,0.081030287,0.91896975,0
phil kitchman,Very good,5,22/3/2024 19:09,Revolut,665,0.924582422,0.075417645,1
melia,"My experience with Revolut has been nothing but wonderful. I've improved my saving and money management skills which I've steuggled with in the past. Because of revolut's features (vault, save the change, budget), found it much easier this time. I also upgraded so I can spend more money abroad without fees. Revolut's exchange rate is better than paypal and my previous bank. Also I have travel insurance with them now, it's really put my mind at ease! Huge thanks to the revolut team",5,22/3/2024 19:08,Revolut,666,0.994062185,0.005937802,1
Fred Bloggs,Very useful particularly for foreign transactions and general convenience,4,22/3/2024 19:02,Revolut,667,0.985691488,0.014308472,1
Anoop Jacob,Good experience,5,22/3/2024 18:58,Revolut,668,0.965794027,0.034205914,1
Tony Milroy,"Terrible, just get to document upload process .and it just stuck on screen saying something went wrong",1,22/3/2024 18:44,Revolut,669,0.020886747,0.97911334,0
Mary O Hare,Happy with service,4,22/3/2024 18:42,Revolut,670,0.976060212,0.023939753,1
Kenneth Eagling,I would refer you to Dr. RANCOURT who showed in 2010 that if you doubled the co2 output the earth's temperature would rise only by 1 degree .If you believe otherwise show the science not the hear say thanks ken eagling,5,22/3/2024 18:41,Revolut,671,0.46496886,0.53503108,0
Volante Stephen Sarpong,Unbelievable,5,22/3/2024 18:41,Revolut,672,0.810873151,0.189126804,1
jj jj,Easy to navigate,5,22/3/2024 18:22,Revolut,673,0.981920421,0.018079475,1
